Fecha,Publicacion,Link,Plataforma,Sentimiento,Tema,Relacionado a,Autor
16-01-2021,"Tanto más libre un pueblo, cuanto más ilustrado -Juan Montalvo. 

Sabemos que la educación es el motor para la transformación del país. 

Invertiremos en el presente, por un Ecuador con un futuro digno del siglo XXI

#EcuadorDebate2021",https://twitter.com/ecuarauz/status/1350520203080306688?s=20,Twitter,Neutral,Educación,Transformar el país,"
@ecuarauz
"
16-01-2021,"Esta noche en el #EcuadorDebate2021, con el entusiasmo de todos los días, vamos a compartir con nuestro pueblo las propuestas concretas para recuperar el trabajo, el futuro y la dignidad de las familias ecuatorianas.",https://twitter.com/ecuarauz/status/1350509780352315392?s=20,Twitter,Neutral,Empleo,Propuestas,"
@ecuarauz
"
16-01-2021,"Impulsaremos 800.000 fuentes de trabajo digno, con estabilidad, y seguridad social. Nosotros venimos a dar tranquilidad a las familias ecuatorianas.",https://twitter.com/ecuarauz/status/1350477136826654720?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
15-01-2021,"Tenemos la experiencia y la capacidad para acompañar a las familias golpeadas por la crisis sanitaria y económica. Juntos vamos a recuperar el trabajo, el futuro y la dignidad.",https://twitter.com/ecuarauz/status/1350184091581349897?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
14-01-2021,"Observadores Internacionales:

La censura política en 2 imágenes. El 7 de enero CNE nos autorizó. Luego de presión mediática de voceros de los banqueros, el 12 de enero nos suspendió.
@UEenEcuador @OEA_oficial @PNUDEcuador @ProgIntl @ProgresaLatam @lugo_py @PARLASUR @oscarlaborde",https://twitter.com/ecuarauz/status/1349869464293093376?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
14-01-2021,"Nuestro gobierno impulsará la economía con #MilParaUnMillón de familias.

Damos una mano y reactivamos la economía. #MilDeUna",https://twitter.com/ecuarauz/status/1349854653786316801?s=20,Twitter,Positivo,Derechos humanos,Economía,"
@ecuarauz
"
13-01-2021,(emojis),https://twitter.com/ecuarauz/status/1349437880700203016?s=20,Twitter,Neutral,Tecnología,Emojis,"
@ecuarauz
"
13-01-2021,"Llamamos a los observadores internacionales a que estén alertas frente a la CENSURA y VIOLACIÓN ARBITRARIA de nuestros derechos como fuerza progresista en este proceso electoral 2021 en el Ecuador.
#OrgulloCorreista",https://twitter.com/ecuarauz/status/1349413780506238980?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
13-01-2021,Pedimos a los Observadores Internacionales que soliciten al CNE la aplicación de la Guía para elecciones en tiempos de pandemia y que cumplan con estándares de Open Data de las actas electorales en tiempo real. No pongan trabas absurdas que opacarán aún más a nuestra democracia.,https://twitter.com/ecuarauz/status/1349413797333762053?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
13-01-2021,"Si no reaccionamos, estamos allanando el camino al fraude y a la exclusión de la participación democrática para que un banquero compre su camino a Carondelet. 
Nosotros queremos que se respete el derecho del pueblo ecuatoriano a decidir su destino en las urnas.",https://twitter.com/ecuarauz/status/1349413798441086978?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
13-01-2021,"Rueda de Prensa Internacional

La democracia y los derechos están nuevamente en riesgo. No permitiremos que sigan jugando con la voluntad de millones de ecuatorianos y ecuatorianas que quieren votar libremente por trabajo, futuro y dignidad.",https://twitter.com/ecuarauz/status/1349389163842428929?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
13-01-2021,(emojis),https://twitter.com/ecuarauz/status/1349367456154996737?s=20,Twitter,Positivo,Democracia,Censura CNE,"
@ecuarauz
"
13-01-2021,Rueda de Prensa Internacional. Invitamos a todos los medios e instamos al mundo a que esté alerta sobre las vulneraciones a nuestros derechos. Nos han suspendido arbitrariamente spots de campaña y quieren obstaculizar la veeduría democrática al proceso electoral.,https://twitter.com/ecuarauz/status/1349325320181010436?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
12-01-2021,"¿Y ahora qué sigue? ...que los herederos del trujillato prohíban el uso de la palabra ""Correa""?

Me recuerda a Animal Farm de George Orwell. Y también a #YaSabesQuien",https://twitter.com/ecuarauz/status/1349167263362985986?s=20,Twitter,Negativo,Democracia,Censura CNE,"
@ecuarauz
"
12-01-2021,"¡Ya falta poco! Vamos a refinanciar obligatoriamente todas las deudas. Plazos más largos, cuotas más bajas. 

Nuestro compromiso es un #AlivioDeUna para reactivar la economía y el trabajo para las familias ecuatorianas. 

#UnaManoDeUna #ARecuperarElFuturo",https://twitter.com/ecuarauz/status/1349086776921612289?s=20,Twitter,Positivo,Deudas,Refinanciar deudas,"
@ecuarauz
"
12-01-2021,"Construyamos juntos un Conocimiento Soberano para Nuestramérica. Nos vemos hoy desde las 17:00. 
Regístrense para el evento",https://twitter.com/ecuarauz/status/1349027679262154752?s=20,Twitter,Positivo,Ideología,Integración latinoamericana,"
@ecuarauz
"
11-01-2021,"Gracias Laura por tu convencimiento y apoyo. Tenemos lo que ningún otro candidato tiene: poder popular para hacer frente ante las grandes chequeras. 

Suma tu aporte: https://andresarauz.ec/campana_union_por_la_esperanza/

#UnoAUnoSumamosTodos",https://twitter.com/ecuarauz/status/1348812506421223430?s=20,Twitter,Positivo,Bancos,Crítica a los banqueros,"
@ecuarauz
"
11-01-2021,"¡Llegamos a Latacunga!
Pueden seguir el conversatorio con medios, en vivo en nuestro Facebook Live

https://fb.watch/2Yc4bg1m-l/",https://twitter.com/ecuarauz/status/1348661770399997954?s=20,Twitter,Neutral,Otros,Conversatorio en medios,"
@ecuarauz
"
10-01-2021,"Necesitamos garantizar un acceso gratuito, democrático y universal a la educación superior pública, pertinente y de altísima calidad.

Queridos y queridas jóvenes, únanse al 1er. Encuentro Regional de soberanía y acceso universal a la ciencia y tecnología",https://twitter.com/ecuarauz/status/1348404032025604097?s=20,Twitter,Positivo,Educación,Educación gratuita,"
@ecuarauz
"
10-01-2021,"Aliviaremos la dura carga de las familias ecuatorianas asfixiadas por las deudas contraídas durante la pandemia.
Juntos, vamos 
#ARecuperarElFuturo",https://twitter.com/ecuarauz/status/1348381509699448832?s=20,Twitter,Negativo,Deudas,Refinanciar deudas,"
@ecuarauz
"
09-01-2021,"¡La esperanza es el motor del Ecuador tricolor!
Volverán el trabajo, el futuro y la dignidad. Con la 1 todo va a estar 

Nuestra nueva canción de campaña",https://twitter.com/ecuarauz/status/1348078353849470979?s=20,Twitter,Neutral,Empleo,Propuestas,"
@ecuarauz
"
09-01-2021,"Queridas Mafer, Marta Cecilia y estimado Pedro. Mi abrazo más solidario por estos 33 años y 1 día de dolor. Tienen mi compromiso para que casos como el suyo no vuelvan a quedar en la impunidad.

""¡Por nuestros niños, hasta la vida!""",https://twitter.com/ecuarauz/status/1347938549098807296?s=20,Twitter,Neutral,Democracia,Impunidad,"
@ecuarauz
"
08-01-2021,"
Telegram http://telegram.org
Duck Duck Go http://duckduckgo.com",https://twitter.com/ecuarauz/status/1347744223056048132?s=20,Twitter,Neutral,Tecnología,Canal Telegram,"
@ecuarauz
"
07-01-2021,"¡#MilDeUna para que las madres de familia puedan reactivar la economía del país! 

Esta inversión generará trabajo digno para usted, madre de familia, padre emprendedor, joven estudiante.

#TodosSomos1 
#ARecuperarElFuturo",https://twitter.com/ecuarauz/status/1347306480177999880?s=20,Twitter,Positivo,Género,Madres de familia,"
@ecuarauz
"
07-01-2021,"¡Volvimos con más fuerza, total convicción y compromiso con los ecuatorianos! Gracias a todos quienes se sumaron a la #CaravanaDeLaEsperanza en Quito Juntos vamos #ARecuperarElFuturo
#TodosSomos1",https://twitter.com/ecuarauz/status/1347254950846492673?s=20,Twitter,Positivo,Otros,Caravana,"
@ecuarauz
"
07-01-2021,"La memoria histórica lo demanda, será el pueblo el que vuelva a exigir volver a una política de integración regional de sus pueblos en función del desarrollo del #Ecuador y Nuestramérica. #ElParlamentoAndinoEs1  #EcuadorEs1",https://twitter.com/ecuarauz/status/1347227407921668097?s=20,Twitter,Positivo,Ideología,Integración latinoamericana,"
@ecuarauz
"
06-01-2021,"¡El triunfo lo defendemos todos!

Ya ganamos la primera batalla: estamos en la papeleta electoral, ahora nos toca defender el triunfo popular en las urnas.
Este 07 de febrero depende de cada uno de nosotros cuidar los votos de los ecuatorianos
Inscríbete http://andresarauz.ec/controlelector",https://twitter.com/ecuarauz/status/1346930001590038532?s=20,Twitter,Positivo,Democracia,Papeleta electoral,"
@ecuarauz
"
06-01-2021,"Iniciaremos una campaña ciudadana para evitar la privatización del Banco Central del Ecuador.

Ecuatorianos, ¡no permitamos que pase esta ley que privatiza al Banco Central! Eso sería quitarle poder al pueblo y dejar al BCE en manos de los banqueros

#ARecuperarElFuturo",https://twitter.com/ecuarauz/status/1346894481879138309?s=20,Twitter,Negativo,Bancos,Privatización del Banco Central,"
@ecuarauz
"
06-01-2021,(foto),https://twitter.com/ecuarauz/status/1346902351676846080?s=20,Twitter,Neutral,Bancos,Banco Central,"
@ecuarauz
"
05-01-2021,"El día de hoy recibí el alta médica! Gracias a todos quienes han estado pendientes.

Retomamos las actividades en territorio 
Mañana caravana en Quito! 
El sábado en el lanzamiento de campaña! 
Nos vemos el 17 de enero en el #debate del @cnegobec!",https://twitter.com/ecuarauz/status/1346652222638186496?s=20,Twitter,Positivo,Salud,Recuperación covid,"
@ecuarauz
"
05-01-2021,"Feliz Día Periodistas del Ecuador

Celebramos a quienes con responsabilidad y ética ejercen el periodismo en el Ecuador. Un país con libertad de expresión con responsabilidad social, ética y preservación de los derechos humanos es un país democrático #DiaDelPeriodistaEcuatoriano",https://twitter.com/ecuarauz/status/1346526769969565696?s=20,Twitter,Positivo,Otros,Felicitaciones,"
@ecuarauz
"
04-01-2021,"¡Vamos a recuperar el trabajo de las familias ecuatorianas! 

Perdido por culpa de la pandemia y el mal gobierno. #MilDeUna para las madres de familia para impulsar la economía del #Ecuador 

#TodasSomos1",https://twitter.com/ecuarauz/status/1346189264195825667?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
04-01-2021,"Las familias ecuatorianas son lo primero, nosotros sí sabemos cuáles son las prioridades: #TrabajoFuturoYDignidad para todos los ecuatorianos

#LaEsperanzaEstáPrimero",https://twitter.com/ecuarauz/status/1346120734033260546?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
04-01-2021,Hay esperanza!,https://twitter.com/ecuarauz/status/1346098245362196480?s=20,Twitter,Neutral,Democracia,Extradicción Julian Assange,"
@ecuarauz
"
03-01-2021,En Vivo| Empezamos con la transmisión del documental: #TrabajoFuturoYDignidad,https://twitter.com/ecuarauz/status/1345887919735787525?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
03-01-2021,"¡Hoy se estrena el documental #TrabajoFuturoYDignidad! Podrán ver el tras cámaras de este trayecto, conocer más sobre @rabascallcarlos y Andrés Arauz y ver cómo vamos #ARecuperarElFuturo del #Ecuador 

¡Los espero! Hoy, 3 de enero a las 7pm por nuestra señal de FB Live y Youtube.",https://twitter.com/ecuarauz/status/1345794347833434112?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
03-01-2021,"Te invitamos a conocer nuestras propuestas para financiamiento y alivio de deudas en:
https://facebook.com/ecuarauz2021/videos/221989642867025

#AlivioDeUna para los comerciantes, los jóvenes y las familias del Ecuador.",https://twitter.com/ecuarauz/status/1345738227349651456?s=20,Twitter,Positivo,Deudas,Alivio de deudas,"
@ecuarauz
"
03-01-2021,No se ponga nervioso Positano https://twitter.com/JeanneWhalen/s,https://twitter.com/ecuarauz/status/1345584186703425536?s=20,Twitter,Negativo,Democracia,Primera Vuelta,"
@ecuarauz
"
02-01-2021,"El banquero ha venido financiando su campaña con tus depósitos, con débitos indebidos y con tasas y comisiones usureras.

¡No más acoso de los banqueros a la familia trabajadora!

Hoy, a las 20h30 conocerás nuestras propuestas de solución",https://twitter.com/ecuarauz/status/1345460956281888777?s=20,Twitter,Positivo,Bancos,Crítica a los banqueros,"
@ecuarauz
"
02-01-2021,"Estamos decididos a impulsar políticas públicas que generen trabajo digno 

#TodosSomos1",https://twitter.com/ecuarauz/status/1345401404630949891?s=20,Twitter,Positivo,Empleo,Propuestas,"
@ecuarauz
"
01-01-2021,"Mucho cuidado con unos fakes que circulan por ahí. 
Mientras nosotros estamos planteando propuestas para cuidar la vida y la dignidad de los ciudadanos, otros se dedican a la campaña sucia con falsificaciones.

#ArauzEsCampañaLimpia",https://twitter.com/ecuarauz/status/1345214527210708992?s=20,Twitter,Negativo,Campaña sucia,Noticias falsas,"
@ecuarauz
"
07-02-2021,"Felicidades @xhervas, gracias a ti nos dimos cuenta que el Ecuador busca opciones nuevas. Gracias por tocar temas que nadie más se atrevió a tocar y por hacer campaña en una red social que todos subestimaron. De paso, felicito a tu Community Manager por el excelente trabajo jaja",https://twitter.com/KarlaCarbo_/status/1358614714402672644?s=20,Twitter,Positivo,Democracia,Nuevas opciones,@KarlaCarbo_
07-02-2021,"Lo dije, y lo vuelvo a decir, las veces que haga falta.

Me quito el sombrero frente a lo logrado por @xhervas.

Me gusta cuando a la gente competente y trabajadora le va bien.

Sea de los míos, o no.

No hay nada más viejo que la envidia y criticar ""al que no me contrata"".",https://twitter.com/JacoboG_Ecu/status/1358600683923079168?s=20,Twitter,Positivo,Democracia,Nuevas opciones,@JacoboG_Ecu
07-02-2021,"En este momento en #FBLive.

https://facebook.com/xhervas.ec/videos/1151750375278666/

#EcuadorConXavier",https://twitter.com/xhervas/status/1358590361480933382?s=20,Twitter,Neutral,Comunicación,Facebook Live,@xhervas
07-02-2021,"@xhervas Vengo a felicitarlo, su campaña fue de lujo, su binomio es excepcional @msjijon, es increíble el crecimiento que puede tener una campaña bien hecha usando redes sociales y sin mucha caravana y mítines políticos que solo aglomeraban gente. ¡Lo esperamos para el 2025!",https://twitter.com/pilisanchezu/status/1358548224127225865?s=20,Twitter,Positivo,Democracia,Nuevas opciones,@pilisanchezu
07-02-2021,"A las 20h30 daré las declaraciones oficiales a través de FB Live y mis redes. Quiero conversar con ustedes primero, y después con los medios tradicionales. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358562382423949312?s=20,Twitter,Neutral,Comunicación,Facebook Live,@xhervas
07-02-2021,"Hoy han ganado @xhervas y @msjijon porq en muy poco tiempo consiguieron llegar a los electores con un discurso progresista, pro derechos humanos, con una campaña q abrazó la inclusión y dijo sin temor que solo las mujeres podemos decidir sobre nuestra vida y nuestros cuerpos",https://twitter.com/silvitabuendia/status/1358553174752296963?s=20,Twitter,Positivo,Democracia,Derechos humanos,@silvitabuendia
07-02-2021,A última hora convencimos a mi papá para que vote por @xhervas,https://twitter.com/rociocevallos97/status/1358525675142078465?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@rociocevallos97
07-02-2021,(emoji),https://twitter.com/xhervas/status/1358532922240770048?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@xhervas
07-02-2021,"#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358517582303789058?s=20,Twitter,Positivo,Democracia,Cierre de campaña,@xhervas
07-02-2021,"Extremismo dividiu Equador em dois, diz candidato à Presidência Xavier Hervas. https://veja.abril.com.br/mundo/extremis",https://twitter.com/VEJA/status/1358391404846845952?s=20,Twitter,Neutral,Democracia,Política,@VEJA
07-02-2021,"Las elecciones no son legítimas si millones de ecuatorianos no votan. Estas elecciones sobrepasan las capacidades del @cnegobec. Hago un llamado a extender el tiempo para que todos puedan votar con tranquilidad. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358485677638357008?s=20,Twitter,Neutral,Democracia,Extender horarios,@xhervas
07-02-2021,"Acompañé a mi hija Camila a votar por primera vez. 

Salgamos todos a votar. Hoy empezamos a escribir una nueva historia. 

#EcuadorConXavier 
#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358465464373047299?s=20,Twitter,Positivo,Historias de vida,Apoyo familiar,@xhervas
07-02-2021,(emoj),https://twitter.com/xhervas/status/1358461726866501634?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@xhervas
07-02-2021,"Vamos a recuperar el país de los políticos corruptos. No voten en contra de alguien, voten a favor del país. 

#EcuadorConXavier 
#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358445831381274625?s=20,Twitter,Positivo,Corrupción,Recuperar el país de políticos corruptos,@xhervas
07-02-2021,"Hasta el último momento pretenden hacernos daño. Hice la fila como todo el mundo. Aquí la nota de @elcomerciocom que lo confirma. #AsustadosLesVeo 
https://elcomercio.com/actualidad/xav",https://twitter.com/xhervas/status/1358431846174965770?s=20,Twitter,Negativo,Democracia,Noticias falsas,@xhervas
07-02-2021,"Pude haber pagado la multa, y pueda que ya las elecciones estén arregladas. 

Pero me pegué el viaje a Quito solo para darle mi voto a @xhervas por si aún le queda un rayito de esperanza a esta cloaca.",https://twitter.com/Wants_Revenge/status/1358420861091479555?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@Wants_Revenge
07-02-2021,"El analista político, @omarmaluk, asegura que hoy habrán sorpresas en los resultados electorales. Según él, los votantes de Álvaro Noboa podrían optar por el candidato de ID, @xhervas, y lo proyecta como posible contendor de @ecuarauz en segunda vuelta.

#Elecciones2021Ec",https://twitter.com/contrastestv_ec/status/1358407411082665988?s=20,Twitter,Neutral,Democracia,Sorpresa electoral,@contrastestv_ec
07-02-2021,"Cuida de ti, y del futuro del país. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358406579931000832?s=20,Twitter,Neutral,Salud,Precauciones bioseguridad,@xhervas
07-02-2021,"Llegó el gran día. Votando a favor del Ecuador.

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358406179450458112?s=20,Twitter,Positivo,Democracia,Voto,@xhervas
07-02-2021,"Les comparto la entrevista que me hizo @elpais_america

https://elpais.com/internacional/2021-02-06/xavier-hervas-el-candidato-que-quiere-romper-el-esquema-tradicional-y-movilizar-a-los-jovenes.html?outputType=amp&__twitter_impression=true

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358405487260291073?s=20,Twitter,Positivo,Comunicación,Entrevista,@xhervas
07-02-2021,"Sres. @lahistoriaec permítanme contarles que la sentencia de la Corte Constitucional del 17 de octubre de 2012 establece que el CNE no puede regular las redes sociales. Es decir que lo que afirma su tweet es FALSO. #AsustadosLesVeo 

#XavierEnSegundaVuelta #EcuadorConXavier",https://twitter.com/xhervas/status/1358382001968021504?s=20,Twitter,Neutral,Democracia,Silencio electoral,@xhervas
07-02-2021,"Llegó el día. Vamos a las urnas, sin miedos, para comenzar a escribir una nueva historia. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358375361717948416?s=20,Twitter,Positivo,Democracia,Voto,@xhervas
07-02-2021,Entonces hoy es tu día!,https://twitter.com/GodInEcuador/status/1358362645703852032?s=20,Twitter,Positivo,Democracia,Voto,@GodInEcuador
07-02-2021,@xhervas Presidente,https://twitter.com/jumbo_arturo/status/1358286629853683713?s=20,Twitter,Positivo,Democracia,Voto,@jumbo_arturo
06-02-2021,"¡Qué campaña tan baja han desplegado!

""Anota tu nombre en la papeleta"" 
""Si pones dos rayas a Arauz, te dan $2000.""

No les da los números y no saben qué hacer.

Suficiente correísmo y morenismo-lassismo.

Mi mejor vibra mañana @xhervas que seas la sorpresa y llegue el cambio.",https://twitter.com/xhervas/status/1358274083427938311?s=20,Twitter,Positivo,Democracia,Voto por el cambio,@SalimZaidan
06-02-2021,"Que sea lo que Yo quiera:

Que pierda Lasso o que gane Hervas.



#XavierEnSegundaVuelta",https://twitter.com/GodInEcuador/status/1358244870499012612?s=20,Twitter,Positivo,Democracia,Que gane Hervas y pierda Lasso,@GodInEcuador
06-02-2021,"""Twittir ni pini prisidinti "" 

Mañana estaremos en segunda vuelta. Guarden este tweet. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358256255404560389?s=20,Twitter,Positivo,Democracia,Tendencia en Twitter,@xhervas
06-02-2021,"Los números nos ponen en 2da vuelta. Tenemos que asegurar los votos para evitar un fraude. Si cada uno de ustedes convoca a 3 personas más, aseguraremos el resultado. Si nos organizamos, ganamos todos. 

#EcuadorConXavier 
#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358250542443724800?s=20,Twitter,Positivo,Democracia,Fraude,@xhervas
06-02-2021,"No te dejes engañar. #AsustadosLesVeo 

#EcuadorConXavier 
#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358235620431302661?s=20,Twitter,Negativo,Democracia,Noticias falsas,@xhervas
06-02-2021,"Ahora hasta nos quieren chantajear, publicando mentiras y calumnias. Saben que estamos en segunda vuelta, y no nos perdonan el haber llegado a patear el tablero que tenían armado. #AsustadosLesVeo 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358227599923834882?s=20,Twitter,Negativo,Democracia,Noticias falsas,@xhervas
06-02-2021,Mañana es día de elecciones en #Ecuador! Aquí algunas reflexiones de cómo decidí mi voto por @xhervas,https://twitter.com/dome1771hotmai1/status/1358195927392133121?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@xhervas
06-02-2021,"Estamos a esto de entrar a la Segunda Vuelta. #Atrévete 

#EcuadorConXavier 
#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358193414739791874?s=20,Twitter,Positivo,Democracia,Voto,@xhervas
06-02-2021,Crecimiento bastante expresivo de @xhervas.,https://twitter.com/AtlasIntel_es/status/1358178388796727297?s=20,Twitter,Positivo,Comunicación,Presencia en medios,@xhervas
06-02-2021,Prende el scooter!!! Mañana @xhervas !! decisión de último minuto! Mi voto para ti! Apuesto por ti futuro presidente @xhervas ... saludos,https://twitter.com/LopMarche/status/1358138466450763776?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@xhervas
06-02-2021,"Xavier Hervas (@xhervas), empresario y candidato a la presidencia de Ecuador, se convirtió en un fenómeno de las redes sociales, sobre todo de TikTok, y confía en que esos códigos le permitan llegar a una segunda vuelta

#Elecciones2021Ec

https://bit.ly/3aKfimQ",https://twitter.com/elpais_america/status/1358174555186069505?s=20,Twitter,Positivo,Comunicación,Entrevista,@elpais_america
06-02-2021,"Les quiero presentar a Wilma Toscano, quien es la gerente general de nuestra empresa, y la persona con quien he contado desde el inicio. Gracias a ella hemos generado empleo para cientos de familias ecuatorianas. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358170427613450242?s=20,Twitter,Positivo,Historias de vida,Apoyo ciudadano,@xhervas
06-02-2021,"Mañana cuando salgas a votar, no olvides las medidas de bioseguridad. Cuida tu vida y la de tus allegados. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358156701028003843?s=20,Twitter,Positivo,Salud,Medidas de bioseguridad,@xhervas
06-02-2021,"#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358143978558926850?s=20,Twitter,Positivo,Democracia,En segunda vuelta,@xhervas
06-02-2021,"Estamos a esto de llegar a segunda vuelta. No te dejes confundir. Los ecuatorianos buenos, sanos y trabajadores somos la mayoría. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358141157755265025?s=20,Twitter,Negativo,Campaña sucia,Noticias falsas,@xhervas
06-02-2021,"Esto 

#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358138238876196866?s=20,Twitter,Positivo,Democracia,En segunda vuelta,@xhervas
06-02-2021,"Podria meterse en segunda vuelta, porque muchos votos de @AbAlvaroNoboa de Pichincha, Cotopaxi y Tungurahua Irán donde @xhervas",https://twitter.com/omarmaluk/status/1358137885841580032?s=20,Twitter,Neutral,Democracia,En segunda vuelta,@xhervas
06-02-2021,"""El diamante, siempre será diamante, por más que lo manche el cieno"".

La honestidad, franqueza, liderazgo, humildad, y don de servicio de #XavierHervas les hace ruido, les molesta, les asusta, a los politiqueruchos que aún populan en Ecuador.",https://twitter.com/malcivar11/status/1358131530363793410?s=20,Twitter,Neutral,Campaña sucia,Mentiras politiqueros,@malcivar11
06-02-2021,"No te dejes engañar por la campaña sucia. Estamos a esto de entrar a la segunda vuelta, y eso desespera a los políticos de siempre. #AsustadosLesVeo 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358120701018988544?s=20,Twitter,Negativo,Campaña sucia,Noticias falsas,@xhervas
06-02-2021,"Todavía no se dan las votaciones y sus mentiras comienzan a caerse. Siempre dijimos que esto era un engaño más del correismo. ¡Por eso se necesita Gente Nueva que no venga a hacer lo mismo!

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358119422213423108?s=20,Twitter,Negativo,Campaña sucia,Mentiras politiqueros,@xhervas
06-02-2021,"@xhervas dice: ""ese impuesto del 2% es criminal, porque mata el emprendimiento...""por fin un candidato com 2 dedos de frente.",https://twitter.com/marlonchiri3/status/1358116324900241413?s=20,Twitter,Positivo,Empleo,Buen candidato,@marlonchiri3
06-02-2021,"HISTORIA| Cómo empecé en el sector del transporte.
Los ecuatorianos somos gente emprendedora. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358098218324807681?s=20,Twitter,Positivo,Historias de vida,Emprendedores,@xhervas
06-02-2021,"Ya hablo mi rey (se enojo cuando en el grupo familiar alguien dijo lo contrario) 
Toda mi familia con @xhervas EL ORO con HERVAS #mivotoesparaHervas #EcuadorConXavier y Don Alfonso también dejen de ser borregos",https://twitter.com/jcbravo_18/status/1358090547521597442?s=20,Twitter,Positivo,Democracia,Voto por Hervas,@jcbravo_18
06-02-2021,"Mañana cuando salgas a votar, no olvides las medidas de bioseguridad. Cuida tu vida y la de tus allegados. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358089205386256385?s=20,Twitter,Positivo,Salud,Voto por Hevas,@xhervas
06-02-2021,"CARTA A LOS JÓVENES ECUATORIANOS 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358079562203168774?s=20,Twitter,Positivo,Juventud,Carta a los jóvenes,@xhervas
06-02-2021,"Por fin alguien habla de producción, arte y cultura con ideas concretas y pensando en industria. Créanme, si queremos un país distinto y mejor, la cosa va por aquí. 

#DedicadaAMiEx",https://twitter.com/nz_narvaez/status/1358041779120054274?s=20,Twitter,Positivo,Juventud,Apoyo ciudadano,@xhervas
06-02-2021,"Falacia del falso dilema... 

Ya estamos hartos de la idea del Mesías.

La campaña de @LassoGuillermo ha sido “voten por mí porque soy menos malo que Arauz”. que pesado!!

La de @xhervas han sido propuestas y soluciones reales, no milagrosas.",https://twitter.com/Ssebascb/status/1358076228318748673?s=20,Twitter,Neutral,Campaña sucia,Noticias falsas,@xhervas
06-02-2021,"#EcuadorConXavier 
#XavierEnSegundaVuelta",https://twitter.com/xhervas/status/1358074056008998914?s=20,Twitter,Positivo,Democracia,En segunda vuelta,@xhervas
06-02-2021,"Mañana cuando salgas a votar, no olvides las medidas de bioseguridad. Cuida tu vida y la de tus allegados. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358072670802358275?s=20,Twitter,Positivo,Salud,Medidas de bioseguridad,@xhervas
06-02-2021,"¿Todavía piensas votar nulo?

Espera, tengo algo que decirte. 

#XavierEnSegundaVuelta 
#EcuadorConXavier",https://twitter.com/xhervas/status/1358056609398861825?s=20,Twitter,Neutral,Democracia,No anules tu voto,@xhervas
